title,description,author,date,link
Ferryhill 'knocky-up boards' saved from ex-miners' homes,The boards were used to ensure miners were woken in time for their shifts.,https://www.facebook.com/bbcnews,2019-09-15T11:16:45Z,https://www.bbc.co.uk/news/uk-england-tees-49706973
Trump rebuffs Kavanaugh impeachment calls after new sexual misconduct report,"U.S. President Donald Trump rejected Democrats' calls for impeaching Supreme Court Justice Brett Kavanaugh on Sunday after a new report that alleged sexual misconduct, encouraging Kavanaugh to sue for libel and suggesting the Justice Department could ""rescue""…",Doina Chiacu,2019-09-15T18:39:11Z,http://feeds.reuters.com/~r/reuters/topNews/~3/0Ze9n_pekbg/trump-rebuffs-kavanaugh-impeachment-calls-after-new-sexual-misconduct-report-idUSKBN1W00Q8
Spain beat Argentina 95-75 to win FIBA World Cup,"Spain beat Argentina 95-75 to win the FIBA Basketball World Cup for the first time since 2006 on Sunday, completing a stunning campaign for a squad considered among the rank outsiders when the 32-team tournament began.",Reuters Editorial,2019-09-15T14:16:06Z,https://ca.reuters.com/article/sportsNews/idCAKBN1W00GQ-OCASP
Ashes: England's Jofra Archer & Australia's Matthew Wade have a stare off at The Oval,England bowler Jofra Archer and Australia's Matthew Wade have a stare off as tensions mount during day four of the final Ashes Test at The Oval.,,2019-09-15T15:51:27Z,https://www.bbc.co.uk/sport/av/49708855
From Deepak Chopra: You Can’t Get Around Consciousness,The author and integrated medicine doctor says a new generation of physicists is returning to an important realization.,,2019-09-15T16:00:04Z,https://www.nytimes.com/2019/09/15/opinion/letters/deepak-chopra-consciousness.html
Priti Patel: Government focus is 'leaving with a deal',"The home secretary says getting a Brexit deal is the priority, despite criticism that no new concrete proposals have been made.",BBC News,2019-09-15T10:44:44Z,https://www.bbc.co.uk/news/av/uk-politics-49705929/priti-patel-government-focus-is-leaving-with-a-deal
Police don't believe a Minnesota synagogue fire was motivated by hate,"Police do not believe the burning of a nearly 120-year-old synagogue in Duluth, Minnesota, was a hate crime.","Dakin Andone, CNN",2019-09-15T18:36:58Z,https://www.cnn.com/2019/09/15/us/minnesota-synagogue-burning-not-hate-crime/index.html
The United Auto Workers union says talks with General Motors have broken down and its members will strike Sunday night,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",The Associated Press,2019-09-15T15:02:26Z,https://abcnews.go.com/US/wireStory/united-auto-workers-union-talks-general-motors-broken-65624213
"Face The Nation: Condoleezza Rice, Samantha Power, Jeff Berardelli",Missed the second half of the show? The latest on climate change and extreme weather.,,2019-09-15T18:25:23Z,https://www.cbsnews.com/video/face-the-nation-condoleezza-rice-samantha-power-jeff-berardelli/
France's Le Pen hails EU 'way of life' job as victory on path to Elysee,"French far-right opposition leader Marine Le Pen waded into controversy over the appointment of an EU Commissioner for ""protecting the European way of life"", endorsing a move that has stoked concern about rising populism across the continent.",Simon Carraud,2019-09-15T17:09:26Z,https://www.reuters.com/article/us-france-politics-farright-idUSKBN1W00N2
Tunisian presidential elections: a major test for the Arab Spring’s legacy,"On Sunday, Tunisians will vote in the country's second presidential election since Arab Spring.",Ibtissem Guenfoud,2019-09-15T15:29:11Z,https://abcnews.go.com/International/tunisian-presidential-elections-major-test-arab-springs-legacy/story?id=65622751
Algeria protesters jailed before speech by interim president,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",The Associated Press,2019-09-15T16:51:26Z,https://abcnews.go.com/International/wireStory/algeria-protesters-jailed-speech-interim-president-65625317
PM plans whole life jail terms for more child killers,The measures could affect the sentencing of murderers of pre-school age children in England and Wales.,https://www.facebook.com/bbcnews,2019-09-15T13:25:23Z,https://www.bbc.co.uk/news/uk-49706488
New York's governor is taking executive action to ban the sale of flavored e-cigarettes,New York Governor Andrew Cuomo says he is taking executive action to ban the sale of most flavored e-cigarettes in the state.,"Laura Ly and Eric Levenson, CNN",2019-09-15T17:45:19Z,https://www.cnn.com/2019/09/15/health/new-york-ban-vaping-flavors/index.html
Has game-changing Trump doomed Democrats to irrelevance?,Democratic debate shows how president has altered the way US experiences politics,Maureen Dowd,2019-09-15T14:22:57Z,https://www.irishtimes.com/news/world/us/has-game-changing-trump-doomed-democrats-to-irrelevance-1.4018833
Counter Service Tipping: Who Gives?,"Those customer-facing, touch-screen payment systems in restaurants are confounding customers in the U.S. and beyond.",Seth Kugel,2019-09-15T09:00:11Z,https://www.nytimes.com/2019/09/15/travel/ipad-tipping-gratuity.html
"McAvoy inks three-year, $14.7 million deal with Bruins","Defenseman Charlie McAvoy signed a three-year, $14.7 million contract with the Boston Bruins on Sunday.",Reuters Editorial,2019-09-15T15:53:55Z,https://ca.reuters.com/article/sportsNews/idCAKBN1W00KM-OCASP
Tunisians pick from varied line-up in unpredictable presidential vote,"Tunisians lined up to choose from a diverse field of candidates on Sunday, in an unpredictable election for a new president at a time of economic pain in the young democracy.",Tarek Amara,2019-09-15T13:55:48Z,https://uk.reuters.com/article/uk-tunisia-election-idUKKBN1W004Q
All the times Trump has said he's 'felt badly' for people - CNN Video,"CNN's Brooke Baldwin rolls the tape on all the times President Donald Trump says he has ""felt badly"" for politicians and allies.",,2019-09-15T17:53:27.4997711Z,http://us.cnn.com/videos/politics/2019/07/11/trump-feel-badly-acosta-flynn-cohen-manafort-stone-kavanaugh-nr-vpx.cnn
Thomas Cook 'racing to finalise rescue deal',The troubled travel firm is understood to be in last minute negotiations with bondholders.,https://www.facebook.com/bbcnews,2019-09-15T11:07:36Z,https://www.bbc.co.uk/news/business-49707230
Frankfurt motor show hit by huge climate protests,Thousands of climate protesters descended onto the streets of Frankfurt Saturday to protest against the role of Germany's car industry in climate change and the destruction of the environment.,"Matthew Robinson, CNN",2019-09-15T13:01:11Z,https://www.cnn.com/2019/09/15/europe/frankfurt-iaa-motor-show-climate-protests-grm-intl-scli/index.html
Auto workers vow to strike at midnight if GM holds firm,"United Auto Workers official says the union's General Motors workers will strike if the automaker ""refuses to give even an inch"" in contract negotiations",CBS/AP,2019-09-15T15:10:45Z,https://www.cbsnews.com/news/gm-strike-2019-auto-workers-vow-to-strike-at-midnight-if-gm-holds-firm/
Robbie Henshaw set to miss Scotland game with hamstring injury,Ireland suffer serious injury blow a week out from World Cup opener against Scotland,Gavin Cummiskey,2019-09-15T00:57:29Z,https://www.irishtimes.com/sport/rugby/international/robbie-henshaw-set-to-miss-scotland-game-with-hamstring-injury-1.4018741
"Wall St Week Ahead-With rate cut likely, market wonders how low Fed will go","With U.S.-China trade tensions roiling markets, investors are counting on support for stocks coming from a Federal Reserve willing to keep cutting interest rates to help the U.S. economy avoid a severe downturn.",Lewis Krauskopf,2019-09-15T15:09:07Z,https://www.reuters.com/article/usa-stocks-weekahead-idUSL2N26604B
"Rams, Chargers to play in SoFi Stadium",The Los Angeles-area stadium being built for the Rams and Chargers will be called SoFi Stadium.,Reuters Editorial,2019-09-15T17:27:17Z,https://www.reuters.com/article/us-football-nfl-lar-lac-sofi-stadium-idUSKBN1W00O2
"Fire can be risky, deadly drawback of living in mobile homes","Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",The Associated Press,2019-09-15T17:23:45Z,https://abcnews.go.com/US/wireStory/fire-risky-deadly-drawback-living-mobile-homes-65625571
Hellberg’s Liberia choice influenced by Weah,"After making his debut in World Cup qualification, midfielder Seth Kanteh Hellberg says he chose Liberia over Sweden partly because of George Weah.",,2019-09-15T18:26:16Z,https://www.bbc.co.uk/sport/football/49710240
Autoworkers Union Calls for Strike Against G.M.,The union and G.M. remain far apart on most of the major issues on the table. The strike plan was authorized by at a meeting of U.A.W. regional leaders in Detroit.,Neal E. Boudette,2019-09-15T16:38:25Z,https://www.nytimes.com/2019/09/15/business/autoworkers-union-general-motors.html
Man dies after car hits tree near Gorey in Co Wexford,GSOC investigating incident at Clonattin Lower in the early hours of Sunday,The Irish Times,2019-09-15T08:20:45Z,https://www.irishtimes.com/news/crime-and-law/man-dies-after-car-hits-tree-near-gorey-in-co-wexford-1.4018756
Pliskova beats Martic in Zhengzhou to win her fourth title of 2019,World number two Karolina Pliskova beat Croatia's Petra Martic 6-3 6-2 in the final of the inaugural Zhengzhou Open on Sunday to win the 15th WTA singles title of her career and her first in China.,Reuters Editorial,2019-09-15T14:53:16Z,https://www.reuters.com/article/us-tennis-zhengzhou-idUSKBN1W00I4
The Federal Reserve is poised to deliver another rate cut,Happy Sunday. A version of this story first appeared in CNN Business' Before the Bell newsletter. Not a subscriber? You can sign up right here.,"Charles Riley and David Goldman, CNN Business",2019-09-15T11:54:36Z,https://www.cnn.com/2019/09/15/investing/stocks-week-ahead/index.html
"Hong Kong Protesters March Again, Defying the Police","The procession, while not as vast as other marches this summer, showed the staying power of a movement that has produced 15 straight weekends of unrest.",Mike Ives and Elaine Yu,2019-09-15T08:56:38Z,https://www.nytimes.com/2019/09/15/world/asia/hong-kong-protest.html
"Inside the pages, and websites, of New York Magazine","The national magazine with the sensibility of its namesake city – energetic, and full of ambition and attitude – has outlasted dozens of rival publications, in part by embracing the internet",CBS News,2019-09-15T13:43:10Z,https://www.cbsnews.com/news/inside-the-pages-and-websites-of-new-york-magazine/
"'Pokémon Go' Community Day: Start Time, Shiny Turtwig and Everything You Need to Know",Turtwig will hatch from 2km Eggs and be a Raid Boss during the event.,Phillip Martinez,2019-09-15T05:00:01Z,https://www.newsweek.com/pokemon-go-shiny-turtwig-community-day-start-time-1459020
Israeli Leader Pins Election Bid on Security Record,Netanyahu heads into an election Tuesday with his record of protecting Israel under fire,Felicia Schwartz,2019-09-15T09:30:00Z,https://www.wsj.com/articles/israeli-leader-pins-election-bid-on-security-record-11568539802?mod=hp_lead_pos7
"Condoleezza Rice on ""Face the Nation""","Former Secretary of State Condoleezza Rice joins Margaret Brennan on ""Face the Nation,"" September 15, 2019",CBS News,2019-09-15T10:08:20Z,https://www.cbsnews.com/video/condoleezza-rice-on-face-the-nation/
At least eight dead after boat capsizes in southern Indian state: official,"At least eight people died on Sunday and 25 were missing after a boat capsized in the southern Indian state of Andhra Pradesh, an official at the state's disaster management authority said.",Reuters Editorial,2019-09-15T17:17:47Z,https://www.reuters.com/article/us-india-accident-idUSKBN1W00NM
