title,description,author,date,link
12 Ways Online Retailers Are Cutting Through Competition,"In 2015, ecommerce sites will need to be at the forefront of marketing trends to remain relevant and encourage high conversion rates. The world of online marketing is changing swiftly, and we've got the secrets you need to cut through the competition.",Eric Fischgrund,01/20/15,https://www.huffpost.com/entry/12-ways-online-retailers-_b_6501450
"If You Care About The People In Nursing Homes, Pay Attention To This Biden Proposal",Advocates for seniors and people with disabilities say his plan could be the most significant effort to improve nursing home quality since the 1980s.,Jonathan Cohn,03/03/22,https://www.huffpost.com/entry/nursing-home-quality-regulations-biden_n_621fb6f4e4b0ce76f634a088
How To Unleash Your Creativity,,Pragito Dove,07/25/16,https://www.huffpost.com/entry/how-to-unleash-your-creat_b_11146888
Honoring the Dream: An Education Bill of Rights,"I hope our leaders can, as iO's mission states, ""think broadly"" enough to let go of rigid, behaviorist notions of what education means. I hope they will heed the many stories like this one that prove the dramatic, turn-around impact of the arts on ""under-performing"" schools.",Terry Blackhawk,01/18/15,https://www.huffpost.com/entry/honoring-the-dream-an-edu_b_6496078
An Open Letter To President Trump About Attacks On The Press -- And The Truth,There is no evidence that these legitimate media companies intentionally publish falsehoods.,Alexander Ragir,03/01/17,https://www.huffpost.com/entry/open-letter-to-president-trump-about-attacks-on-press_b_58b6faf8e4b0563cd36f6398
Will Hugh Jackman’s Wolverine Be In ‘Deadpool 2’ or ‘Avengers?’,Actor Hugh Jackman and director James Mangold discuss 'Logan' with HuffPost.,HuffPost Video,05/17/17,https://www.huffpost.com/entry/will-hugh-jackmans-wolverine-be-in-deadpool-2-or-avengers_n_5b4f5e9be4b086f6099195ae
"We're Getting More Man-Made Earthquakes In Parts Of The U.S., Geological Survey Says",,James Gerken,04/23/15,https://www.huffpost.com/entry/man-made-earthquakes_n_7126068
Congressional Candidate Distances Himself From 'Atheist' Label,His words show just how loaded the term still is today in politics.,Nick Wing,05/04/16,https://www.huffpost.com/entry/jamie-raskin-religion_n_572a135ee4b016f37894418c
Here's Why Some People Are More Successful Than Others,,Sarah Peterson,11/30/15,https://www.huffpost.com/entry/the-reason-some-people-ar_b_8619516
Black Metal: The Evolution of the Cult,Black Metal is a dense and fascinating 500 pages. Chapters are dedicated to the bands and subgenres that had the most impact both to its musicians and on the national stage.,Michael Lee Nirenberg,01/21/15,https://www.huffpost.com/entry/black-metal-the-evolution_b_6512102
"Lev Parnas Concealed A $1 Million Payment From Russia, Prosecutors Say","New York prosecutors asked a judge to detain the Rudy Giuliani associate, arguing that he lied to the government about his income and is a flight risk.",Sanjana Karanth,12/12/19,https://www.huffpost.com/entry/lev-parnas-concealed-1-million-payment-russia_n_5df1a259e4b0b75fb5377b79
How Resets Predict When We Look For A New Job,"Generally, we don't make decisions with the long view in mind. In the moment, we are likely to step into cognitive traps and let emotion influence us. When there is some interrupt in our routines, an opportunity for a reset is created.",Annie Duke,08/29/16,https://www.huffpost.com/entry/how-resets-predict-when-w_b_11762590
Paris Starts Major Clean-Up Of Makeshift Memorial For Terror Victims,"Drawings, personal objects, and photographs will be stored in city archives.",HuffPost France,08/02/16,https://www.huffpost.com/entry/paris-terror-victims-memorial-clean-up_n_57a0c16ae4b0e2e15eb74597
Wiz Khalifa's Visit To Pablo Escobar's Grave Infuriates Medellin Mayor,The rapper should have left flowers for the murderous drug lord's victims.,Mary Papenfuss,03/28/17,https://www.huffpost.com/entry/wiz-khalifa-pablo-escobar_n_58d99feee4b0f805b3231163
Mike Pence Pushes Syria Policy That Could Spark War With Donald Trump's Favorite World Leader,This campaign is a mess.,Jessica Schulberg,10/05/16,https://www.huffpost.com/entry/mike-pence-syria-no-fly-zone_n_12346400
How To Ripen An Avocado In 10 Minutes,,PureWow,04/25/16,https://www.huffpost.com/entry/how-to-ripen-an-avocado-i_b_9721240
"Much As I Love Mary Richards, I'm Saving The Last Dance For Laura Petrie",,David Hinckley ,01/26/17,https://www.huffpost.com/entry/much-as-i-love-mary-richards-im-saving-the-last-dance_b_14437004
HuffPost Her Stories: Alabama Isn't The Only State Attacking Abortion Rights,Plus: Adults aren't letting black girls be kids.,Lucy Pasha-Robinson,05/18/19,https://www.huffpost.com/entry/huffpost-her-stories-alabama-abortion_n_5cdef39fe4b00735a91661c2
These Self-Heating Coats Will Warm Your Ice-Cold Heart,They're hot (in more ways than one).,Jamie Feldman,03/15/16,https://www.huffpost.com/entry/self-heating-coat-fashion_n_56e807b4e4b0860f99da44d9
9 Clothing Brands From Men's New York Fashion Week That Should Be On Your Radar,,Julee Wilson,07/21/15,https://www.huffpost.com/entry/tk-clothing-companies-we-discovered-at-mens-fashion-week_n_55ad21ade4b0caf721b34e64
Hurricane Matthew: Haiti on the Rebound,,Tina Cornely,10/17/16,https://www.huffpost.com/entry/hurricane-matthew-haiti-on-the-rebound_b_58043b27e4b0985f6d1573b9
"The Scary Dangers Of Drowsy Driving, In One Chart",It's time we wake up to the consequences.,Lindsay Holmes,09/08/15,https://www.huffpost.com/entry/dangers-of-drowsy-driving-chart_n_8102308
Ukrainian Forces Retake Areas Near Kyiv Amid Fear Of Traps,Ukrainian troops are moving cautiously to retake territory north of the country’s capital as Russian forces retreat from the area.,AP,04/02/22,https://www.huffpost.com/entry/russia-ukraine-forces-retake-areas-war_n_624896dae4b0587dee6a370c
Why I ACT UP,"When you think of ACT UP (AIDS Coalition to Unleash Power), you probably think of gay men. You probably think of Peter Staley and the others in How to Survive a Plague. And you probably think that what they did was all in the past.",Victoria Noe,06/22/15,https://www.huffpost.com/entry/why-i-act-up_b_7628646
Do I Have to Be an Expert to Start a Business?,"Are you waiting in the background, listening, learning, but never doing? Are you feeling like you're just not ""expert"" enough to actually start your own business so you just stay stagnant, never moving forward, always watching others succeed in their businesses? If so, I've got great news.",Jessica Walman,08/11/15,https://www.huffpost.com/entry/do-i-have-to-be-an-expert_b_7968050
Memory-Erasing Drug May Help Prevent Meth Addicts From Relapsing,"An estimated 93 percent of meth addicts relapse, but a new study offers some hope.",Carolyn Gregoire,08/10/15,https://www.huffpost.com/entry/drug-preventing-meth-addiction-relapse_n_7968356
Burkinis And The Jewish Question,"Integration of Muslims is a matter of national security for France, indeed of national survival. Jews too have an enormous stake in the outcome of that struggle, in America as well as in France.",Arnold M. Eisen,08/16/16,https://www.huffpost.com/entry/burkinis-and-the-jewish-q_b_11548092
"Showcase Your Life, Facebook Live",Facebook Live is a simple way to interact with others and be the real you. And people love authenticity. Your personality is the brand of your business. Share that with the world and go live!,Peg Samuel,07/11/16,https://www.huffpost.com/entry/showcase-your-life-facebo_b_10892936
Unforgettable Scenes Show Terror And Grief In Charlottesville,"The city of Charlottesville, Virginia erupted into violence when white supremacists took to the streets for their ""Unite The Right"" rally.",HuffPost Video,08/15/17,https://www.huffpost.com/entry/charlottesville-scenes-on-the-ground_n_5991f373e4b08a247276833a
A Heartfelt Letter To The Neonatologist Who Told Us Our Son Has Down Syndrome,"You gently ushered us into a whole new world, and you did it perfectly.",Alethea Mshar,08/09/16,https://www.huffpost.com/entry/a-heartfelt-letter-to-the-neonatologist-who-told-us_b_11409792
Liberal Feminism Failed But Here's What Can Be Done,"If second wave feminism had something to deliver to the next and future generation of feminists, it was a woman to the highest office of the land.","C. Nicole Mason, PhD",11/15/16,https://www.huffpost.com/entry/why-the-biggest-project-of-liberal-feminism-failed_b_12990034
Did Brexit Kill The Oil Price Rally?,,Oilprice.com,06/28/16,https://www.huffpost.com/entry/did-brexit-kill-the-oil-p_b_10716786
Daily Meditation: Common Everyday Beauty,,Antonia Blumberg,04/21/16,https://www.huffpost.com/entry/daily-meditation-common-everyday-beauty_n_57180c21e4b024dae4f0fe28
Mark Bittman on How You Can Make Sure You're Eating Ethically,,Allure,02/08/16,https://www.huffpost.com/entry/mark-bittman-on-how-you-c_b_9188558
"Cosmo Is Right: The Kardashians Are ""America's First Family""","Unlike those who've taken to social media to express their disgust over Cosmopolitan Magazine's crowing of the Kardashians as ""America's First Family,"" I've failed to understand the big to-do about the headline on the cover of their November issue. Love or hate them, the Kardashians embody what our country has come to represent to the rest of the world; vanity and excess.",Kim Kane,10/06/15,https://www.huffpost.com/entry/cosmo-is-right-the-kardas_b_8249382
21 Gadgets That Can Help You Sleep Better Tonight,,Kate Bratskeir,10/19/15,https://www.huffpost.com/entry/sleep-gadgets-for-better-shuteye_n_5624dcbfe4b08589ef47ed4f
9 Cool Airports With Some Surprising Ways to Kill Time,,Rebecca Shapiro,05/12/16,https://www.huffpost.com/entry/9-cool-airports-with-some-surprising-ways-to-kill-time_n_5734f13fe4b060aa7819c8f9
THE MOON ALSO RISES,,Bil Hitchcock,12/01/16,https://www.huffpost.com/entry/the-moon-also-rises_b_12938694
The Do's And Don'ts Of Using Dry Shampoo,Do try it. Don't be afraid.,Dana Oliver,02/19/16,https://www.huffpost.com/entry/how-to-use-dry-shampoo_n_56c4a9a3e4b0b40245c89c95
It's the End of the World,It’s the end of the world as we know it...Or at least as far as an Internet-based Christian group knows.,HuffPost Video,10/07/15,https://www.huffpost.com/entry/its-the-end-of-the-world_n_5b4f8a55e4b0cf38668f6bc9
Samsung Galaxy Note 7 Recalled Over Battery Fires,The agency said that owners of the smartphones should stop using the devices and turn them off because of the threat of a battery fire.,Reuters,09/15/16,https://www.huffpost.com/entry/us-consumer-product-safety-commission-reportedly-plans-recall-of-samsung-galaxy-note-7_n_57dafcffe4b08cb1409476ec
Growing Up Busty,I felt like I was the only one in the pool who had two unwanted flotation devices.,Lori Ferraro,07/18/17,https://www.huffpost.com/entry/growing-up-busty_b_57f2da6ce4b03d61445c710f
The Sacred Matter of Guns in American History,"The question is not about ""mental health."" Nor is it about how to regulate the sale of firearms. What matters most here and now to better grasp the power and meaning of owning guns in American life is American history, which is a sad but familiar tale of gun worship and gun carnage.",Gary Laderman,10/14/15,https://www.huffpost.com/entry/the-sacred-matter-of-guns_b_8281416
Rescuers Race To Find Albania Earthquake Survivors,"The death toll rose to 25, with more than 600 injured, in the magnitude-6.4 quake that struck Albania.",AP,11/27/19,https://www.huffpost.com/entry/rescuers-race-to-find-albania-earthquake-survivors_n_5dde4b61e4b0913e6f765d9a
Everyone Should Have A Celebrity Sing Their Drive-Thru Order,,Bill Bradley,04/14/15,https://www.huffpost.com/entry/jennifer-hudson-james-corden-karaoke_n_7061386
Interracial Marriage Drama 'Loving' Throws Hat In Oscar Ring,,Brennan Williams,05/16/16,https://www.huffpost.com/entry/interracial-marriage-drama-loving-oscar_n_9992232
I'm Dreaming Of A Less White Christmas For My Child of Color,The world is thwarting my efforts to create a space for my daughter where people of color are front and center.,Heather Tirado Gilligan,12/14/20,https://www.huffpost.com/entry/white-santa-christmas-black-children_n_5fd0179dc5b61d81b339f3a9
Hillary Clinton's Paid Speeches Were Totally At Odds With Her 2016 Platform,The Democratic nominee supported fiscal austerity and unfettered trade in remarks to bankers.,,10/08/16,https://www.huffpost.com/entry/hillary-clinton-paid-speeches-austerity-trade_n_57f91902e4b0e655eab4c393
House Votes Down Proposal To End 2001 War Authorization,There's no end in sight for a war authorization that's been used for nearly 15 years.,Matt Fuller,05/19/16,https://www.huffpost.com/entry/house-rejects-2001-aumf-end_n_10038150
Tracy Morgan Cries In First TV Interview Since Crash On 'Today' Show,,Oliver Whitney,06/01/15,https://www.huffpost.com/entry/tracy-morgan-today-show_n_7463348
What Happened To The Bethnal Green Girls,,Mehreen Kasana,08/17/15,https://www.huffpost.com/entry/jihad-and-girl-power-how-isis-lured-3-london-teenagers_n_7998304
